template_id,template_str,count,ops,num_examples,constants,sample_example
dfb6d5875b8c,"LINEAR:add(CONST_1000,CONST_60)|divide(ARG3,CONST_100)|multiply(CONST_100,CONST_2)|subtract(ARG2,CONST_1)|add(TEMP2,CONST_3)|add(TEMP1,CONST_1)|subtract(TEMP0,CONST_10)|multiply(TEMP6,CONST_1000)|multiply(TEMP5,TEMP3)|add(ARG0,TEMP8)|multiply(TEMP5,TEMP7)|divide(TEMP10,TEMP9)|divide(TEMP11,TEMP5)|divide(TEMP12,CONST_100)|add(TEMP4,TEMP13)",1,,1,,mathqa_train_19775
31c0351b5d51,"LINEAR:add(ARG0,ARG1)|multiply(ARG2,ARG3)|add(ARG2,TEMP0)|divide(TEMP1,TEMP2)",1,,1,,mathqa_train_19751
2aba8086cb55,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG1,TEMP0)",1,,1,,mathqa_train_19743
06acaa8bada6,"LINEAR:add(ARG0,CONST_1)|multiply(TEMP0,CONST_10)|add(TEMP1,CONST_4)|add(TEMP2,CONST_100)|divide(TEMP3,CONST_100)",1,,1,,mathqa_train_19967
f46252e223ec,"LINEAR:add(ARG1,ARG2)|divide(ARG0,TEMP0)|multiply(ARG1,TEMP1)|multiply(ARG2,TEMP1)|multiply(ARG1,TEMP2)|subtract(TEMP4,TEMP3)",1,,1,,mathqa_train_19963
f00adb39aad7,"LINEAR:power(ARG0,CONST_2)|power(ARG1,CONST_2)|add(TEMP0,TEMP1)|sqrt(TEMP2)|triangle_perimeter(ARG0,ARG1,TEMP3)|subtract(TEMP4,CONST_2)",1,,1,,mathqa_train_19962
a8a5729751ac,"LINEAR:UNKOP_choose(CONST_2,CONST_1)|factorial(CONST_3)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_19956
4ea37807d84c,"LINEAR:multiply(CONST_2,CONST_3)|subtract(ARG1,ARG0)|divide(TEMP1,ARG3)|divide(TEMP1,ARG2)|divide(TEMP1,TEMP0)|floor(TEMP3)|floor(TEMP4)|add(TEMP2,TEMP5)|subtract(TEMP7,TEMP6)",1,,1,,mathqa_train_19950
8b571f533830,"LINEAR:divide(CONST_2,ARG1)|multiply(ARG0,ARG1)|subtract(CONST_1,TEMP0)|multiply(TEMP1,TEMP2)|divide(TEMP3,ARG1)",1,,1,,mathqa_train_6823
0743e117fdd9,"LINEAR:add(ARG0,CONST_3)|factorial(CONST_3)|factorial(TEMP0)|power(TEMP0,ARG0)|divide(TEMP2,TEMP1)|subtract(TEMP3,TEMP4)",1,,1,,mathqa_train_19937
a0775f2a0dee,"LINEAR:divide(ARG6,CONST_100)|multiply(ARG1,CONST_12)|subtract(ARG3,ARG0)|add(TEMP2,CONST_1)|add(TEMP0,CONST_1)|multiply(ARG1,TEMP4)|multiply(TEMP3,TEMP5)|multiply(TEMP6,CONST_12)|subtract(TEMP7,TEMP1)|divide(TEMP8,CONST_1000)",1,,1,,mathqa_train_19936
018be6e5f039,"LINEAR:add(CONST_1,CONST_4)|divide(CONST_1,ARG1)|divide(CONST_1,ARG3)|subtract(TEMP1,TEMP2)|divide(ARG0,TEMP3)|divide(TEMP4,TEMP0)",1,,1,,mathqa_train_19934
173e476d52a7,"LINEAR:add(ARG0,ARG3)|subtract(ARG2,ARG1)|divide(TEMP0,TEMP1)|divide(TEMP2,CONST_1000)|divide(TEMP3,CONST_3)|add(TEMP4,CONST_3)",1,,1,,mathqa_train_19933
a71d45f1a3ec,"LINEAR:multiply(ARG5,ARG3)|divide(ARG1,TEMP0)",1,,1,,mathqa_train_19926
7ba736514b99,"LINEAR:add(ARG1,CONST_1)|divide(ARG0,CONST_2)|divide(TEMP1,TEMP0)",1,,1,,mathqa_train_19902
5e5128297402,"LINEAR:multiply(ARG1,CONST_2)|multiply(ARG2,CONST_2)|multiply(ARG0,TEMP0)|add(TEMP2,TEMP0)|add(ARG1,TEMP3)|add(ARG2,TEMP4)|divide(TEMP5,TEMP1)",1,,1,,mathqa_train_19881
b061557e27cb,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG3,CONST_3)|subtract(ARG2,CONST_3)|multiply(ARG2,TEMP0)|subtract(ARG0,TEMP1)|subtract(ARG1,TEMP1)|multiply(TEMP4,TEMP5)|multiply(TEMP6,TEMP2)|subtract(TEMP3,TEMP7)|multiply(ARG5,TEMP8)|divide(TEMP9,CONST_1000)",1,,1,,mathqa_train_508
2e3a75750235,"LINEAR:divide(ARG1,ARG2)|multiply(ARG0,CONST_2)|power(ARG0,CONST_2)|multiply(TEMP0,ARG0)|power(TEMP1,CONST_2)|multiply(TEMP3,TEMP2)|add(TEMP5,TEMP4)|sqrt(TEMP6)|add(TEMP1,TEMP7)|divide(TEMP8,TEMP0)|divide(TEMP9,CONST_2)",1,,1,,mathqa_train_540
8d8e0562c26b,"LINEAR:divide(ARG0,ARG1)|multiply(ARG3,TEMP0)|add(ARG1,TEMP1)|divide(TEMP1,TEMP2)",1,,1,,mathqa_train_539
5f197be738a2,"LINEAR:add(ARG1,ARG2)|add(ARG4,TEMP0)|divide(ARG3,TEMP1)|multiply(ARG0,TEMP2)",1,,1,,mathqa_train_6819
c7ed91bd151a,"LINEAR:multiply(CONST_10,CONST_4)|subtract(ARG0,TEMP0)|add(TEMP1,CONST_1)",1,,1,,mathqa_train_530
18df6f7994e0,"LINEAR:divide(ARG3,ARG2)|divide(ARG1,ARG2)|multiply(ARG0,CONST_2)|multiply(TEMP0,TEMP1)|multiply(ARG0,TEMP3)|multiply(TEMP4,CONST_2)|subtract(TEMP5,TEMP2)",1,,1,,mathqa_train_6817
b3c0214066c7,"LINEAR:divide(ARG3,CONST_2)|floor(TEMP0)|multiply(ARG1,TEMP1)|subtract(ARG3,TEMP1)|multiply(ARG2,TEMP3)|add(TEMP4,TEMP2)|subtract(ARG0,TEMP5)",1,,1,,mathqa_train_20079
1b88d7698f57,"LINEAR:multiply(ARG0,CONST_60)|multiply(ARG2,TEMP0)",1,,1,,mathqa_train_6813
7e93c232de77,"LINEAR:multiply(CONST_100,CONST_2)|divide(ARG1,TEMP0)|multiply(ARG0,TEMP1)",1,,1,,mathqa_train_20049
320e0ff19233,"LINEAR:add(ARG3,ARG6)|add(ARG9,TEMP0)|divide(TEMP1,CONST_100)",1,,1,,mathqa_train_20024
e1a3c163c443,"LINEAR:divide(ARG0,ARG1)|multiply(ARG2,TEMP0)|subtract(CONST_1,TEMP0)|divide(TEMP1,TEMP2)|divide(TEMP3,CONST_60)",1,,1,,mathqa_train_20020
1a42f1236626,"LINEAR:multiply(ARG4,ARG4)|multiply(CONST_3,CONST_60)|multiply(CONST_3,CONST_3)|add(TEMP1,TEMP2)|divide(TEMP0,TEMP3)",1,,1,,mathqa_train_19999
3df620f44768,"LINEAR:multiply(ARG3,ARG7)|divide(ARG3,TEMP0)",1,,1,,mathqa_train_19996
999bea1408a9,"LINEAR:add(ARG1,ARG2)|divide(ARG0,CONST_1000)|multiply(TEMP1,CONST_2)|divide(TEMP2,TEMP0)|multiply(TEMP3,CONST_3600)",1,,1,,mathqa_train_19994
82282d968e4b,"LINEAR:subtract(ARG1,ARG0)|divide(TEMP0,CONST_2)|multiply(TEMP1,CONST_100)",1,,1,,mathqa_train_19991
f13ff5885673,"LINEAR:divide(ARG3,ARG2)|p_after_gain(ARG2,ARG0)|p_after_gain(TEMP0,ARG0)|subtract(TEMP2,TEMP1)",1,,1,,mathqa_train_19989
4efe367f9dc1,"LINEAR:multiply(ARG1,CONST_2)|negate(ARG0)|divide(TEMP1,TEMP0)|negate(TEMP2)",1,,1,,mathqa_train_19988
930b7e6d00ad,"LINEAR:subtract(ARG3,ARG2)|divide(ARG0,TEMP0)",1,,1,,mathqa_train_19983
5c594a14327d,"LINEAR:multiply(ARG0,ARG1)|divide(TEMP0,CONST_100)|divide(TEMP1,CONST_10)",1,,1,,mathqa_train_20207
4df583dd4801,"LINEAR:triangle_area_three_edges(ARG0,ARG1,ARG2)|multiply(TEMP0,CONST_2)|divide(TEMP1,ARG2)|divide(TEMP2,ARG2)|add(TEMP3,CONST_1)|divide(TEMP2,TEMP4)",1,,1,,mathqa_train_20203
24d32539283b,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,CONST_100)|divide(ARG2,CONST_100)|multiply(ARG3,TEMP0)|multiply(ARG3,TEMP1)|multiply(ARG3,TEMP2)|add(TEMP3,TEMP4)|add(TEMP6,TEMP5)|divide(TEMP7,CONST_3)",1,,1,,mathqa_train_20196
195e2c73f1a6,"LINEAR:add(ARG0,CONST_1)|divide(ARG2,TEMP0)|multiply(ARG1,TEMP1)|multiply(ARG0,TEMP1)|add(TEMP2,TEMP3)",1,,1,,mathqa_train_20193
a0145c29097a,"LINEAR:divide(ARG2,ARG0)|multiply(ARG0,CONST_2)|subtract(ARG1,TEMP0)|add(TEMP1,TEMP2)",1,,1,,mathqa_train_20174
5c9e7217b783,"LINEAR:divide(ARG0,ARG1)|subtract(ARG1,ARG2)|multiply(ARG1,TEMP0)|divide(TEMP2,TEMP1)|multiply(ARG1,TEMP3)",1,,1,,mathqa_train_20164
e84c78ad889b,"LINEAR:multiply(ARG1,CONST_2)|subtract(TEMP0,ARG0)|divide(TEMP1,CONST_3)|multiply(TEMP2,CONST_2)|subtract(ARG1,TEMP3)|multiply(TEMP2,TEMP4)",1,,1,,mathqa_train_20155
a943ae22235c,"LINEAR:power(ARG0,CONST_2)|sqrt(CONST_2)|multiply(ARG0,TEMP1)|power(TEMP2,CONST_2)|add(TEMP3,TEMP0)|sqrt(TEMP4)",1,,1,,mathqa_train_20153
503c8a4bcfb3,"LINEAR:divide(ARG2,ARG1)|multiply(ARG0,ARG1)|add(ARG2,TEMP1)|multiply(ARG0,TEMP0)|add(TEMP2,TEMP3)",1,,1,,mathqa_train_20141
45205f3e5e8d,"LINEAR:power(CONST_3,CONST_2)|subtract(ARG0,ARG1)|power(TEMP1,ARG2)|subtract(TEMP2,TEMP0)",1,,1,,mathqa_train_20140
5629e42d01fd,"LINEAR:factorial(CONST_4_0)|factorial(ARG1)|multiply(TEMP0,TEMP1)",1,,1,,mathqa_train_20130
ed96c3f9797b,"LINEAR:add(ARG1,ARG2)|subtract(ARG3,ARG0)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_20122
a1fcc3d352eb,"LINEAR:power(ARG1,CONST_2)|power(ARG2,CONST_2)|add(TEMP0,TEMP1)|sqrt(TEMP2)",1,,1,,mathqa_train_20117
2d399b784d83,"LINEAR:add(ARG0,CONST_2)|multiply(ARG0,ARG1)|divide(TEMP1,CONST_2)|multiply(TEMP0,TEMP2)|reminder(TEMP3,CONST_1000)|divide(TEMP4,CONST_10)",1,,1,,mathqa_train_6911
d47fd0957199,"LINEAR:add(CONST_1,CONST_4)",1,,1,,mathqa_train_525
ed71036f7956,"LINEAR:multiply(ARG0,ARG4)|multiply(ARG2,ARG4)|multiply(ARG0,ARG5)|add(TEMP0,TEMP1)|multiply(ARG1,TEMP0)|add(TEMP3,TEMP2)|divide(TEMP4,TEMP5)",1,,1,,mathqa_train_6897
46e119917b16,"LINEAR:subtract(CONST_100,ARG2)|subtract(CONST_100,ARG0)|multiply(ARG0,TEMP1)|divide(TEMP2,CONST_100)|subtract(TEMP1,TEMP3)|subtract(TEMP0,TEMP4)|divide(TEMP5,TEMP4)|multiply(TEMP6,CONST_100)",1,,1,,mathqa_train_520
535886ad8723,"LINEAR:reminder(ARG2,CONST_10)",1,,1,,mathqa_train_511
6d9904e2ca04,"LINEAR:divide(ARG0,CONST_4)|add(TEMP0,CONST_2)",1,,1,,mathqa_train_20094
0e9e1669e9d2,"LINEAR:divide(CONST_10,CONST_2)|divide(ARG0,CONST_100)|divide(TEMP0,CONST_100)|add(ARG1,TEMP2)|power(TEMP3,CONST_2)|subtract(TEMP4,CONST_1)|subtract(TEMP5,TEMP1)|divide(ARG2,TEMP6)",1,,1,,mathqa_train_20394
bffa4b814518,"LINEAR:divide(ARG1,CONST_100)|divide(ARG3,CONST_100)|multiply(CONST_10,CONST_3)|multiply(ARG0,TEMP0)|multiply(ARG2,TEMP1)|subtract(TEMP3,TEMP4)|divide(TEMP5,TEMP2)|multiply(ARG4,TEMP6)",1,,1,,mathqa_train_20365
42afb89d01c9,"LINEAR:add(ARG0,CONST_100)|divide(ARG1,CONST_100)|divide(TEMP0,CONST_100)|multiply(TEMP1,TEMP2)|subtract(CONST_1,TEMP3)|multiply(TEMP4,CONST_100)",1,,1,,mathqa_train_20354
70bae9c1c69a,"LINEAR:add(ARG4,CONST_1)|add(ARG0,ARG1)|add(ARG2,TEMP1)|multiply(ARG5,TEMP0)|add(ARG3,TEMP2)|subtract(TEMP3,TEMP4)",1,,1,,mathqa_train_20345
2b3092ecfc20,"LINEAR:multiply(ARG1,ARG2)|divide(TEMP0,ARG3)|add(ARG0,TEMP1)|subtract(TEMP2,ARG4)",1,,1,,mathqa_train_20334
3e064fef2f20,"LINEAR:subtract(ARG2,ARG0)|multiply(ARG3,TEMP0)|subtract(ARG0,TEMP1)",1,,1,,mathqa_train_20333
205f43ead24f,"LINEAR:multiply(ARG1,CONST_100_0)|subtract(ARG0,ARG1)|divide(TEMP0,TEMP1)|add(ARG2,TEMP2)|add(TEMP3,TEMP2)",1,,1,,mathqa_train_20317
55d0afa95b24,"LINEAR:divide(ARG0,CONST_100)|add(TEMP0,CONST_1)|multiply(ARG1,TEMP1)|divide(TEMP2,CONST_100)|multiply(ARG2,TEMP3)|subtract(ARG2,TEMP4)",1,,1,,mathqa_train_20282
472eba60e247,"LINEAR:power(CONST_10,ARG0)|power(CONST_10,ARG1)|multiply(ARG3,TEMP1)|subtract(TEMP0,TEMP2)",1,,1,,mathqa_train_20275
57b4c59fe32a,"LINEAR:multiply(ARG0,CONST_60)|divide(TEMP0,ARG2)",1,,1,,mathqa_train_6892
48a9fa5ffe46,"LINEAR:add(CONST_1,CONST_10)|add(CONST_1,CONST_4)|multiply(TEMP0,CONST_3)|multiply(TEMP1,CONST_10)|add(TEMP2,CONST_3)|subtract(TEMP3,CONST_1)|multiply(TEMP2,TEMP5)|add(TEMP4,TEMP6)",1,,1,,mathqa_train_20266
f8d14c445f7e,"LINEAR:multiply(ARG0,ARG2)|divide(TEMP0,ARG3)|add(ARG0,TEMP1)|subtract(ARG2,TEMP2)|divide(TEMP0,TEMP3)",1,,1,,mathqa_train_20246
1e23cc3b42f0,"LINEAR:divide(ARG0,CONST_100)|add(TEMP0,CONST_1)|inverse(TEMP1)|multiply(TEMP2,CONST_100)|subtract(CONST_100,TEMP3)",1,,1,,mathqa_train_20231
905ee8fb8a5b,"LINEAR:divide(ARG1,CONST_2_0)|divide(CONST_2_0,ARG1)|subtract(TEMP0,TEMP1)|divide(TEMP2,TEMP1)|multiply(TEMP3,CONST_100)",1,,1,,mathqa_train_20216
043a25345d78,"LINEAR:add(CONST_1,CONST_3)|multiply(CONST_1,CONST_3)|divide(TEMP1,TEMP0)",1,,1,,mathqa_train_498
458404203f32,"LINEAR:UNKOP_choose(CONST_4,CONST_3)|divide(CONST_1,CONST_2)|multiply(TEMP0,TEMP1)|power(TEMP1,ARG1)|multiply(TEMP2,TEMP3)",1,,1,,mathqa_train_490
9a5cd2f5c332,"LINEAR:subtract(CONST_1000,ARG0)",1,,1,,mathqa_train_6891
c3b51b616e5a,"LINEAR:add(CONST_3,CONST_4)|divide(ARG0,CONST_2)|power(CONST_2,CONST_2)|divide(TEMP1,CONST_2)|multiply(TEMP2,CONST_3)|divide(TEMP3,CONST_3)|multiply(TEMP5,TEMP4)|multiply(TEMP0,TEMP6)",1,,1,,mathqa_train_20470
9e19ec62ba74,"LINEAR:multiply(ARG0,CONST_2)|power(CONST_3,CONST_2)|multiply(TEMP0,CONST_4)|add(TEMP2,TEMP1)|sqrt(TEMP3)|add(TEMP4,CONST_3)|divide(TEMP5,CONST_2)",1,,1,,mathqa_train_20459
1b7fc7c79cb5,"LINEAR:add(ARG1,ARG2)|subtract(ARG0,ARG3)|subtract(TEMP1,ARG2)|subtract(TEMP1,ARG1)|add(TEMP2,TEMP3)|subtract(TEMP0,TEMP4)",1,,1,,mathqa_train_20458
759e8ec3acd5,"LINEAR:divide(ARG2,CONST_2)|add(TEMP0,CONST_0_25)",1,,1,,mathqa_train_20444
a41f3a8ce407,"LINEAR:divide(ARG0,ARG1)|multiply(CONST_100,CONST_100)|divide(TEMP0,CONST_100)|multiply(TEMP0,CONST_100)|add(TEMP2,CONST_1)|multiply(TEMP3,CONST_3)|add(TEMP1,TEMP5)|multiply(TEMP4,TEMP4)|multiply(TEMP4,TEMP7)|multiply(TEMP6,TEMP8)|subtract(TEMP9,TEMP6)",1,,1,,mathqa_train_20439
9fa97e038718,"LINEAR:add(CONST_1,CONST_4)|divide(ARG0,CONST_3)|divide(TEMP1,TEMP0)",1,,1,,mathqa_train_20430
9b4fe0eb39ad,"LINEAR:divide(CONST_3,CONST_2)|divide(CONST_1,ARG1)|add(TEMP0,CONST_1)|add(TEMP2,TEMP1)|divide(ARG2,TEMP3)",1,,1,,mathqa_train_6882
24e01b90f386,"LINEAR:add(ARG0,ARG2)|divide(ARG1,CONST_100)|multiply(ARG0,TEMP1)|divide(TEMP2,TEMP0)|multiply(TEMP3,CONST_100)",1,,1,,mathqa_train_20421
b1af66e1eb7d,"LINEAR:add(CONST_1,CONST_4)|divide(ARG5,ARG6)|divide(ARG3,TEMP0)|divide(CONST_1,TEMP0)|multiply(ARG0,TEMP2)|multiply(ARG0,TEMP3)|multiply(TEMP1,TEMP4)|subtract(TEMP6,TEMP5)",1,,1,,mathqa_train_20411
02b2e7a2f055,"LINEAR:inverse(ARG0)|inverse(ARG1)|subtract(ARG3,ARG2)|subtract(ARG4,CONST_2)|multiply(ARG2,TEMP0)|multiply(TEMP1,TEMP2)|subtract(CONST_1,TEMP4)|subtract(TEMP6,TEMP5)|inverse(TEMP7)|multiply(TEMP8,TEMP3)",1,,1,,mathqa_train_6875
c67daea93d3e,"LINEAR:factorial(ARG0)|factorial(ARG1)|power(CONST_2,ARG0)|subtract(ARG0,ARG1)|factorial(TEMP3)|multiply(TEMP1,TEMP4)|divide(TEMP0,TEMP5)|divide(TEMP6,TEMP2)",1,,1,,mathqa_train_20408
39043e8bb42d,"LINEAR:divide(ARG0,CONST_60)|divide(ARG0,ARG1)|divide(CONST_3,CONST_2)|add(TEMP0,TEMP1)|divide(ARG3,TEMP3)|divide(TEMP4,TEMP2)|divide(CONST_60,TEMP5)",1,,1,,mathqa_train_6874
7b456ebb2fb6,"LINEAR:divide(CONST_1,CONST_2)|add(ARG5,TEMP0)",1,,1,,mathqa_train_484
88685c4c749d,"LINEAR:divide(CONST_1,CONST_2)|divide(CONST_1,CONST_3)|multiply(TEMP1,TEMP0)|multiply(TEMP0,TEMP2)",1,,1,,mathqa_train_6631
566a8f5b6f1d,"LINEAR:divide(ARG2,ARG0)|multiply(ARG1,TEMP0)|add(ARG2,TEMP1)",1,,1,,mathqa_train_478
e6cf5f2ac1c7,"LINEAR:subtract(ARG1,ARG0)|divide(TEMP0,ARG1)",1,,1,,mathqa_train_20595
cb59f4d63558,"LINEAR:divide(ARG3,ARG4)|divide(ARG1,ARG2)|multiply(ARG0,TEMP0)|subtract(TEMP0,TEMP1)|subtract(TEMP2,ARG5)|divide(TEMP4,TEMP3)",1,,1,,mathqa_train_20570
b0a7d43d1b81,"LINEAR:multiply(ARG0,CONST_2)|divide(TEMP0,CONST_3)|divide(TEMP1,CONST_2)",1,,1,,mathqa_train_20566
cdb1e6ddd26e,"LINEAR:add(ARG0,ARG1)|divide(ARG3,CONST_2)|multiply(TEMP0,TEMP1)|add(TEMP1,TEMP2)|add(TEMP3,CONST_1)|multiply(TEMP4,CONST_10)|subtract(ARG4,TEMP5)",1,,1,,mathqa_train_20559
f9100259ffa5,"LINEAR:multiply(CONST_100,CONST_100)|multiply(CONST_2,CONST_4)|multiply(TEMP0,CONST_100)|multiply(TEMP1,CONST_100)|add(TEMP0,TEMP3)|multiply(ARG0,TEMP2)|divide(TEMP5,TEMP4)",1,,1,,mathqa_train_6623
ed6d583f2af1,"LINEAR:multiply(CONST_2,CONST_3)|multiply(CONST_1,CONST_2)|multiply(CONST_1,CONST_1)|multiply(TEMP1,CONST_2)|add(TEMP3,TEMP2)|multiply(TEMP4,CONST_2)|divide(TEMP0,TEMP5)",1,,1,,mathqa_train_20549
da2b637130ba,"LINEAR:circle_area(ARG1)|multiply(ARG0,TEMP0)|multiply(ARG3,TEMP1)|divide(TEMP2,CONST_PI)|sqrt(TEMP3)",1,,1,,mathqa_train_20548
be5422b6829f,"LINEAR:add(ARG1,ARG2)|multiply(ARG0,ARG2)|add(ARG3,TEMP1)|divide(TEMP2,TEMP0)",1,,1,,mathqa_train_20544
1749fe91727f,"LINEAR:add(ARG1,ARG5)|multiply(CONST_10,CONST_100)|multiply(CONST_100,CONST_3)|multiply(ARG1,CONST_10)|add(TEMP1,TEMP2)|add(ARG2,TEMP0)|add(TEMP4,TEMP3)|divide(ARG1,TEMP5)|divide(ARG2,TEMP5)|multiply(TEMP6,TEMP7)|multiply(TEMP6,TEMP8)|subtract(TEMP9,TEMP10)",1,,1,,mathqa_train_20522
ebf6d729df58,"LINEAR:multiply(ARG0,ARG2)|multiply(ARG1,ARG3)|multiply(ARG4,TEMP0)|multiply(ARG5,TEMP1)|divide(TEMP2,TEMP3)",1,,1,,mathqa_train_20504
2068e16d0277,"LINEAR:divide(ARG0,ARG3)|divide(ARG0,ARG1)|multiply(ARG2,TEMP0)|multiply(TEMP1,TEMP0)|subtract(TEMP2,ARG2)|subtract(CONST_1,TEMP3)|divide(TEMP4,TEMP5)",1,,1,,mathqa_train_20492
0011ddf5391a,"LINEAR:divide(ARG1,ARG2)|subtract(ARG0,ARG1)|divide(TEMP1,ARG3)|subtract(TEMP2,TEMP0)|divide(ARG0,TEMP3)",1,,1,,mathqa_train_20491
7d7a14c662f1,"LINEAR:circle_area(ARG0)|multiply(ARG0,CONST_2)|divide(TEMP0,CONST_2)|triangle_area_three_edges(TEMP1,TEMP1,TEMP1)|subtract(TEMP3,TEMP2)",1,,1,,mathqa_train_20485
cc7506aeba7b,"LINEAR:add(ARG0,ARG1)|factorial(ARG1)|factorial(ARG0)|factorial(CONST_2)|factorial(TEMP0)|multiply(TEMP1,TEMP2)|multiply(TEMP3,TEMP1)|divide(TEMP4,TEMP5)|divide(TEMP2,TEMP6)|subtract(TEMP7,TEMP8)",1,,1,,mathqa_train_20484
95059127edf9,"LINEAR:reminder(ARG2,ARG2)|add(TEMP0,CONST_1)",1,,1,,mathqa_train_20476
ad4b3726a97f,"LINEAR:subtract(ARG0,ARG1)|divide(ARG4,TEMP0)|multiply(ARG1,TEMP1)|multiply(ARG0,TEMP1)|divide(TEMP3,ARG1)|divide(CONST_1,TEMP3)|multiply(ARG2,TEMP4)|divide(CONST_1,TEMP6)|add(TEMP7,TEMP5)|multiply(ARG2,TEMP8)|subtract(CONST_1,TEMP9)|multiply(TEMP2,TEMP10)",1,,1,,mathqa_train_20682
86f8128d5c63,"LINEAR:multiply(ARG1,ARG2)|divide(TEMP0,TEMP0)",1,,1,,mathqa_train_20678
b5dccabe5d2b,"LINEAR:divide(ARG0,CONST_100)|multiply(CONST_10,CONST_4)|add(TEMP1,CONST_10)|subtract(TEMP0,CONST_1000)|subtract(TEMP3,TEMP2)",1,,1,,mathqa_train_20667
4a548b17f55a,"LINEAR:add(ARG1,ARG1)|subtract(ARG3,ARG1)|subtract(TEMP0,ARG0)|add(TEMP1,TEMP2)",1,,1,,mathqa_train_20666
d375ee81c6b2,"LINEAR:add(ARG0,ARG1)|add(ARG0,TEMP0)",1,,1,,mathqa_train_20659
4ef53ab6d540,"LINEAR:divide(ARG0,ARG1)|divide(ARG2,ARG3)|multiply(TEMP0,TEMP1)|add(TEMP0,TEMP2)|divide(TEMP3,CONST_2)|divide(CONST_1,TEMP4)",1,,1,,mathqa_train_20651
488330d2cd65,"LINEAR:cube_edge_by_volume(ARG0)|square_area(TEMP0)|multiply(ARG1,TEMP1)",1,,1,,mathqa_train_6621
cc4b85a139e4,"LINEAR:multiply(ARG0,ARG0)|multiply(ARG2,ARG2)|multiply(ARG0,TEMP0)|multiply(ARG0,TEMP2)|divide(TEMP3,TEMP1)",1,,1,,mathqa_train_20644
e19fa6b3aa26,"LINEAR:add(ARG1,ARG2)|divide(ARG0,CONST_10)|add(ARG3,TEMP0)|add(TEMP2,TEMP1)",1,,1,,mathqa_train_20633
51e05d36bf92,"LINEAR:multiply(ARG1,CONST_4)|power(ARG0,CONST_2)|add(TEMP0,TEMP1)|sqrt(TEMP2)|add(ARG0,TEMP3)|divide(TEMP4,CONST_2)|subtract(TEMP5,ARG0)",1,,1,,mathqa_train_20619
21d8ae478abc,"LINEAR:divide(ARG0,ARG1)|multiply(CONST_12,CONST_2)|add(TEMP0,CONST_1)|divide(TEMP1,TEMP2)|subtract(TEMP1,TEMP3)",1,,1,,mathqa_train_20617
e726a923e1a4,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,CONST_100)|add(TEMP0,CONST_1)|add(TEMP1,CONST_1)|multiply(TEMP2,TEMP3)|subtract(TEMP4,CONST_1)|multiply(TEMP5,CONST_100)",1,,1,,mathqa_train_20616
387ebbf6cc8e,"LINEAR:divide(ARG2,CONST_100)|divide(ARG3,CONST_100)|multiply(ARG0,TEMP0)|multiply(ARG1,TEMP1)|add(ARG0,TEMP2)|add(ARG1,TEMP3)|add(ARG4,TEMP4)|add(ARG5,TEMP5)|subtract(TEMP6,TEMP7)",1,,1,,mathqa_train_20607
1c4265d0d151,"LINEAR:subtract(ARG6,ARG4)|subtract(ARG3,ARG5)|subtract(TEMP0,TEMP1)|divide(TEMP2,CONST_2)|floor(TEMP3)|add(TEMP4,CONST_1)",1,,1,,mathqa_train_20605
f4da625391a8,"LINEAR:multiply(ARG0,CONST_2)|subtract(TEMP0,ARG1)|divide(TEMP1,CONST_3)|subtract(ARG0,TEMP2)",1,,1,,mathqa_train_6592
21e2fd3d355e,"LINEAR:inverse(ARG0)|inverse(ARG1)|multiply(ARG2,TEMP0)|multiply(ARG2,TEMP1)|add(TEMP2,TEMP3)|subtract(CONST_1,TEMP4)|divide(TEMP5,TEMP0)",1,,1,,mathqa_train_464
34d589f80472,"LINEAR:add(ARG2,CONST_1)|subtract(ARG3,CONST_1)|subtract(TEMP1,TEMP0)|divide(TEMP2,CONST_2)|add(ARG0,TEMP3)",1,,1,,mathqa_train_20599
5569b2018d49,"LINEAR:add(ARG1,ARG1)|subtract(TEMP0,ARG2)|add(TEMP1,CONST_2)",1,,1,,mathqa_train_20789
6b96d3d7e646,"LINEAR:add(ARG0,ARG1)|multiply(ARG0,ARG1)|divide(TEMP0,ARG2)|multiply(TEMP1,CONST_2)|divide(TEMP3,TEMP0)|multiply(TEMP2,TEMP4)|divide(TEMP5,CONST_2)",1,,1,,mathqa_train_20787
d0c1fce50eac,"LINEAR:add(ARG1,ARG5)|add(ARG3,CONST_100)|divide(CONST_1,CONST_2)|add(TEMP2,CONST_1)|divide(TEMP1,CONST_100)|subtract(TEMP0,ARG2)|add(TEMP3,CONST_1)|multiply(ARG2,TEMP4)|add(TEMP6,TEMP4)|subtract(TEMP5,TEMP7)|divide(TEMP9,TEMP8)",1,,1,,mathqa_train_20786
9335d9ad8719,"LINEAR:subtract(ARG3,ARG2)|divide(TEMP0,ARG1)|multiply(ARG1,TEMP1)|subtract(ARG0,TEMP2)",1,,1,,mathqa_train_6588
69bbc48652eb,"LINEAR:divide(ARG1,ARG0)|multiply(TEMP0,CONST_60)|divide(CONST_1,TEMP1)",1,,1,,mathqa_train_20777
